File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
22799b4e-85db-4dcc-9af2-7ce1d419d1ab	d314696b-bbb9-425a-8a3a-5d32ec57af17.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3662	TCGA-AA-3662-01A	Primary Tumor
6e372a16-5eeb-4a1d-8cd4-1f541f2bdbe0	f346f2d2-285c-455c-ba34-ea8eec3fa881.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3846	TCGA-AA-3846-01A	Primary Tumor
79b1cf4b-387c-4eff-962b-16569eb7f340	81a64df9-c073-4097-ba73-896396da3135.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CK-5913	TCGA-CK-5913-01A	Primary Tumor
bbefd02d-cb5c-44f5-a614-af97392d2ec5	a1677081-1019-45b1-be7c-420ba066a421.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3517	TCGA-AA-3517-11A	Solid Tissue Normal
5ad28461-4b61-4e1e-a8d0-fd1036471e2c	075a759b-21e0-4cab-a6b2-c5d65f7ccdbc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-NH-A6GB	TCGA-NH-A6GB-01A	Primary Tumor
362df317-4e6b-45e1-98c6-88baeae0b340	2abfe58f-f168-413f-a56f-4c3c2aedbe3d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3492	TCGA-AA-3492-01A	Primary Tumor
1c3f0b88-3b96-489c-bb65-1372d38b0e28	07d449a4-27ec-4f3f-a922-25fb777d37a7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-6648	TCGA-A6-6648-01A	Primary Tumor
b83f19b6-ae43-4b45-ba2d-b05f77b8a9f2	6ae2dd6c-2a39-411f-a1fc-11e0e6e82165.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-F4-6854	TCGA-F4-6854-01A	Primary Tumor
41964b1e-a7f7-461c-a68b-f9ed2786f80c	d5dca54e-d7e9-4328-b2ca-1d191a2b8b4c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3947	TCGA-AA-3947-01A	Primary Tumor
a44a3a7b-6a36-417d-8be2-bc113d25a0b3	6314b0c4-f403-4c6b-91ba-02bacf1c6de7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-2686	TCGA-A6-2686-01A	Primary Tumor
a2ca0c32-d9d4-4e9b-824a-7bc11cfb7634	ff8de5e6-76c5-491a-8fac-41492723b780.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3525	TCGA-AA-3525-01A	Primary Tumor
d1deb048-5b52-4e75-bc32-ee3463e3d9c2	6e933523-30a6-46a8-833d-7379b88c1c14.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-5656	TCGA-A6-5656-01B	Primary Tumor
c9b896b2-07b1-4b64-b2c3-3e83162628fe	3abbd2b5-04db-4fe0-8dd1-ea2b48caa4c1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-6654	TCGA-A6-6654-01A	Primary Tumor
41f27697-1317-48a1-89c6-1eba982286e9	83ffbba1-e36b-4ff4-ba58-2d92c4b53654.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3864	TCGA-AA-3864-01A	Primary Tumor
51fc2a94-2bb5-4295-b27e-74b79d8bad5a	4f89b1c6-b0a3-4739-a77c-2458e6d45351.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-6161	TCGA-CM-6161-01A	Primary Tumor
16668018-6fb1-4877-839f-b376ac43b541	e02d06a3-99f9-49ae-b3b0-c4427951789d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3675	TCGA-AA-3675-01A	Primary Tumor
6ad92516-6a8f-49e9-aea5-63888bb10594	dd9a3ab6-6c93-4b47-9b4e-62e56767054b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3712	TCGA-AA-3712-11A	Solid Tissue Normal
0a153107-be76-4054-b1d3-aa5cba09cbc4	0319a4cc-ee3f-4c6f-83e1-7cdd5f865dc0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-5863	TCGA-CM-5863-01A	Primary Tumor
f8068e5e-752c-4652-a251-aa35ed6fe250	564daa81-cfef-45b6-94a0-3249b2724d9b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3506	TCGA-AA-3506-01A	Primary Tumor
a45e7f6d-7034-4f9d-9c93-703a9b482d96	0134d0cc-e66b-4fda-804b-c4434ec00bd2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3861	TCGA-AA-3861-01A	Primary Tumor
78e74ca3-ec8e-48c3-bfa3-c5b2252e7d9d	f7ce175f-763e-4a55-97e3-0381d889b0eb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-6170	TCGA-CM-6170-01A	Primary Tumor
c6180c01-1d6e-4d1c-930a-202d7b149f1a	06c8dfda-b057-47cb-b435-9c2739694f6a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-NH-A50U	TCGA-NH-A50U-01A	Primary Tumor
b39ca5da-9905-4cb1-8d5f-108b23b13e1a	77489a8a-5b35-4350-87c9-a588fcc0794c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-2681	TCGA-A6-2681-01A	Primary Tumor
846f759a-24bc-4df8-a2d8-0cc7d2805157	1b563146-6ead-41ba-9117-c9b1c5d4127f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AU-3779	TCGA-AU-3779-01A	Primary Tumor
eec7d343-86db-4cf2-8fd1-594601a5d55a	30cb2eed-e635-466d-85cb-6e3d00828688.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-DM-A28E	TCGA-DM-A28E-01A	Primary Tumor
69514b2e-1e9e-4880-91c9-0cdf0e906783	b1868d9d-ef06-4353-883b-230dae23f8b6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-NH-A6GC	TCGA-NH-A6GC-01A	Primary Tumor
55beecdf-4c7d-4738-8ead-80fc3df758d1	4ea4ed16-8597-426c-9485-0fc8a8d81973.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-2676	TCGA-A6-2676-01A	Primary Tumor
cc7cf3f9-f208-4755-8eb4-595bf2ae2374	d2587070-cb7d-440d-ae49-52f5077248e6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-D5-6534	TCGA-D5-6534-01A	Primary Tumor
e8b8d99d-e1f9-439b-9dc3-6034feab1fa3	c094c9e4-260c-4b2a-bbf2-2fdcad927677.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-F4-6807	TCGA-F4-6807-01A	Primary Tumor
c2effbd3-9782-4a0d-b7fe-ffdd0d40bac4	5140a52e-42c4-4374-ae49-b208aff98396.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-G4-6310	TCGA-G4-6310-01A	Primary Tumor
f8ec7c62-e8e1-4a17-9092-478de7261591	36263f87-1956-499c-ac90-dee060c5bdd4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-4752	TCGA-CM-4752-01A	Primary Tumor
e89c85cd-6843-454c-b40e-845c96c66e3a	c868cbd9-3767-4f6e-8fa2-770d80cf2b05.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AZ-6603	TCGA-AZ-6603-01A	Primary Tumor
94392981-b9ac-4fa3-a7f2-45cc41142f24	de592955-56f1-498c-adf6-99e382102476.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-6167	TCGA-CM-6167-01A	Primary Tumor
d6b16990-8d7c-4d1a-b039-9da601513130	a56fc33b-c67d-435c-8e07-ce1a50e360fa.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3534	TCGA-AA-3534-01A	Primary Tumor
b5eaf6d2-8952-45ec-82f6-951bf4368c49	7f5a924a-ddf3-45ff-be1f-5b5909305f46.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3821	TCGA-AA-3821-01A	Primary Tumor
eac0fb62-952e-491c-96ce-1b425b57e51d	09796233-3f40-4deb-b77d-2267c3afff59.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-6676	TCGA-CM-6676-01A	Primary Tumor
cf47c1ee-1b5e-44d1-90e0-1bd580950efe	36f45f98-2390-4c73-aa64-079e175034c6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A02Y	TCGA-AA-A02Y-01A	Primary Tumor
2f969a3a-f22c-4aca-8774-ee34d2e9ea47	6f4f4e5d-d81e-402e-859f-3ee580a8bbde.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-5860	TCGA-CM-5860-01A	Primary Tumor
e7c1d733-354b-4864-89d6-e2f17b49a6cd	dd8003eb-e16a-424a-9092-520676779c53.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A024	TCGA-AA-A024-01A	Primary Tumor
d3d8cf52-9122-4bb6-a429-a22b84a6e1f3	e2e19d54-e271-4d94-af60-8a2fc470a22c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AY-A71X	TCGA-AY-A71X-01A	Primary Tumor
6240d15a-5a66-4a5a-80b6-a16425513434	7800bdb2-aa8b-43e0-8e45-1b968872b34e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-3809	TCGA-A6-3809-01B	Primary Tumor
63f91d56-620d-468d-8df0-409217cbdbce	4cf333ec-bd88-4349-9c72-ee06d32e8cd2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AZ-6606	TCGA-AZ-6606-01A	Primary Tumor
b548c203-a35f-4566-963f-ce453df0d6c0	569ff63b-ea1c-4189-a5e5-8c44ee670cbe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-G4-6297	TCGA-G4-6297-01A	Primary Tumor
ad120308-aaa1-492d-8bb0-9e4db8f080b4	d3085a8c-2850-4e9a-a0d0-7443b14d207b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3526	TCGA-AA-3526-01A	Primary Tumor
42f16721-019f-4cfe-a7ed-40ce5c0fdc45	73ce143e-44f1-49c6-963f-45246d8551de.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3845	TCGA-AA-3845-01A	Primary Tumor
bc120212-73b7-4af5-b272-8f703f2ac39e	8f9232c6-4ae9-4e3f-af06-335f107b09bc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3678	TCGA-AA-3678-01A	Primary Tumor
a4e389d5-aa16-40cd-a16f-ca10d40e1135	9f43c5bf-0fc1-4339-81a2-1d315d6940e7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-G4-6625	TCGA-G4-6625-01A	Primary Tumor
ff6019d0-6844-44ad-b1fc-a84b6624472d	e7675043-6679-4179-af84-dc401102aa8c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AD-A5EK	TCGA-AD-A5EK-01A	Primary Tumor
eaf04644-ebc6-49a1-9b96-0107558de98b	51529d00-9bc5-45e7-9706-7519c64eef36.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AD-6899	TCGA-AD-6899-01A	Primary Tumor
eebfd1aa-0349-46b2-8abb-838f1b7cb44e	339bf596-e9a9-4d65-b61f-294f410dd1c8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CA-5256	TCGA-CA-5256-01A	Primary Tumor
6819cddb-911a-43c4-8f62-60a15308e352	acf69ad9-4284-4fba-854d-4f792818bdfe.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-F4-6808	TCGA-F4-6808-01A	Primary Tumor
7a4fb2f9-4a29-4607-8e2f-38ec9bdf7672	e5a78b77-957f-44d5-b69b-12abbfbea50c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-5659	TCGA-A6-5659-01A	Primary Tumor
7ab76408-1e57-409f-9dae-3fa4fd855b44	4e7c6811-88e4-4bb7-a88f-7491dfa6d072.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3554	TCGA-AA-3554-01A	Primary Tumor
ea3b3fed-5274-46fd-a901-b53ed97f76b5	f596eabc-e39a-4e35-9fc6-edade04eb785.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3667	TCGA-AA-3667-01A	Primary Tumor
c241f756-6e7c-4e85-aff1-3241e49123b5	c12e6882-8bb8-448f-917c-dc9844fca4be.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CA-5797	TCGA-CA-5797-01A	Primary Tumor
105c629e-61fb-4103-b92d-e80c893c092a	c3f9ba64-6946-45d4-984d-b33ef2589603.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AZ-6601	TCGA-AZ-6601-01A	Primary Tumor
6d06844b-23e9-4e5e-b5cd-90c9e32a8633	934f9dc6-1260-4268-b022-870f1e37dd6f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-6780	TCGA-A6-6780-01B	Primary Tumor
cee1c33e-e9f9-4815-9647-d9045bf9f41e	cecce47d-5d1a-4473-bf62-48b9bf602534.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-G4-6626	TCGA-G4-6626-01A	Primary Tumor
4d4f923e-d215-4424-af59-ae245af0e0b1	e4e7ec56-30aa-48d4-aef4-7e88f408a2f8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A02E	TCGA-AA-A02E-01A	Primary Tumor
e6d4ffc1-87f3-4106-95d8-e9bcb7928246	2f220acd-b59a-4b9a-8a03-6bb8444ef025.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CK-4947	TCGA-CK-4947-01B	Primary Tumor
d3ebcdc9-3838-4ff0-8a3d-e75420bd419a	72575c62-b2a8-4fde-8b05-ef6d76df0462.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3858	TCGA-AA-3858-01A	Primary Tumor
b4562e71-34b1-44f3-b082-58d15950ac80	9a62fe1f-36ec-4e8e-b3d9-bdfc62f71905.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3692	TCGA-AA-3692-01A	Primary Tumor
0e030c29-a502-49de-acb0-f63abcd3eb2e	d60b1d68-c859-43af-b9bd-1a7dae06c804.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-5659	TCGA-A6-5659-11A	Solid Tissue Normal
3ce83709-c797-44fe-82ef-8a0d93695552	2de834f0-d5dc-46d3-9411-3db9635e9b99.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-5341	TCGA-CM-5341-01A	Primary Tumor
0d4fc521-795a-40d7-8886-2abad2221871	514976b1-4fb9-4924-8bbf-ffbf5d7eaad5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AD-6548	TCGA-AD-6548-01A	Primary Tumor
b85ee5a5-56dc-4847-aa46-a34c854f42a8	c49cf84f-cb19-4e11-9a71-4825bc906382.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-2682	TCGA-A6-2682-11A	Solid Tissue Normal
c7fe3916-e820-4e91-860b-b597e318c72c	771bbbfd-e1fd-4dfd-b822-3e091ef656d2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-D5-6929	TCGA-D5-6929-01A	Primary Tumor
56fd109b-8e3a-4eec-86fa-d18f48eaed02	f38b2f21-c5a5-4699-9727-eae9c96aac55.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-NH-A8F7	TCGA-NH-A8F7-01A	Primary Tumor
a9c46d92-69e7-4072-9c50-8702c9240f7c	c02d8110-3041-4a36-ac63-531216141051.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3930	TCGA-AA-3930-01A	Primary Tumor
fecf9c78-9ba8-49ee-9d21-993f63c34629	6e0407fb-7b98-4cc8-a6f0-f6e7f5935eca.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AZ-6603	TCGA-AZ-6603-11A	Solid Tissue Normal
17bf3ae9-b6a0-4535-afd7-2534e18afd7a	d1878265-460d-4768-a67d-73d8d5a315b7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-6782	TCGA-A6-6782-01A	Primary Tumor
89c9c660-d5ce-49b0-8ffe-198662906515	6e2db920-dc3e-4a74-8cdb-470cb61e2fac.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AM-5821	TCGA-AM-5821-01A	Primary Tumor
370ab366-e077-4da2-91e7-91e369af8ec8	8989435b-4c14-4d4b-8cec-c9db8511b4d0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3561	TCGA-AA-3561-01A	Primary Tumor
ea828419-d095-4607-967c-3206e2c98c13	a58a7a42-4dda-46cc-a9ec-4a3ca597d972.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-D5-6926	TCGA-D5-6926-01A	Primary Tumor
2d2d6537-f78d-45c2-95d9-f770dd4bf3d7	791be1d7-104d-452d-9d2c-25276bc5f31a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3538	TCGA-AA-3538-01A	Primary Tumor
32aa0b5c-025c-44fb-8a87-953ad377027c	18ded814-596a-46ed-8f58-ba4141e5abb6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3511	TCGA-AA-3511-11A	Solid Tissue Normal
19172af8-aadc-4c7f-a065-ed64a60bba1f	c04b9aba-55bc-4ba9-b761-3fea9f0d4c90.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3860	TCGA-AA-3860-01A	Primary Tumor
cde7c6e0-01e4-4eda-bb18-d5d541908ba8	14ea1c20-2700-4de0-88c0-154b116b1b8c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A01I	TCGA-AA-A01I-01A	Primary Tumor
06a3db64-81e6-4457-ab17-dc0620fcb47c	6f699ea3-1d77-493e-9e9b-a3e2abbd2873.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3544	TCGA-AA-3544-01A	Primary Tumor
27a45f6f-4f94-4ec4-a2fd-7fed098be0ce	5f5c42f3-3631-43a3-9774-164eca819389.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A00R	TCGA-AA-A00R-01A	Primary Tumor
437c535a-2c48-42dd-b20a-cee0c7457874	2bcd2efd-4fd6-40ee-86a4-867ae82711b0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A00N	TCGA-AA-A00N-01A	Primary Tumor
747e139d-d6c6-4177-90bf-36169d203465	d2ef2751-f956-4490-88b0-6f619774ef5e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3715	TCGA-AA-3715-01A	Primary Tumor
8fa80d2e-f096-4fc0-9dd5-5600c06a4370	978145ba-cca3-4244-8a98-9cedb455bd9b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3850	TCGA-AA-3850-01A	Primary Tumor
acd61398-6f1e-4a71-93aa-54d7b1edab22	586cc5be-d91f-47ea-9d1e-c3b65b2af33f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3815	TCGA-AA-3815-01A	Primary Tumor
135713ef-ba60-41b1-90f3-96cfe5a533e1	6525a459-76eb-4c64-b061-f674797f9b81.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3663	TCGA-AA-3663-01A	Primary Tumor
2cabc42b-4586-424f-9383-7a7d201988a5	7bb97da8-8db8-4f9b-a9ff-54b644019412.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-DM-A1HB	TCGA-DM-A1HB-01A	Primary Tumor
558f85da-a021-4c10-af50-091fa4976837	665cc2e6-600b-4557-911a-ad94340333aa.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-QG-A5Z2	TCGA-QG-A5Z2-01A	Primary Tumor
ebcf37b2-e578-4aea-a0a5-76c0f2ff3f4d	54bd3165-df22-4d55-9de7-b628133f4fb2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3986	TCGA-AA-3986-01A	Primary Tumor
ee043870-2021-49d7-b1cd-9cde3bc63d6c	902732ab-8a29-46ae-a06d-556ab3cb6825.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-CM-5868	TCGA-CM-5868-01A	Primary Tumor
879d4efd-b6a5-4546-bcd6-99a802afef64	a86552ef-96e7-4cb8-9c94-157f57fc6694.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-A00L	TCGA-AA-A00L-01A	Primary Tumor
7d9e2fb4-996c-4a9f-832a-2f4830991b3a	de19faaa-60f9-4b3d-be28-00505d5a82e5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-6649	TCGA-A6-6649-01A	Primary Tumor
c9e3919f-e490-4dc3-abe9-becef06ba142	b7b21fe3-2e21-4282-a707-da3c69a4453b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-A6-A567	TCGA-A6-A567-01A	Primary Tumor
06b340e4-3022-45fe-9253-07ff4a25db7a	2b5f6764-5a5b-47dc-b0f8-7a548bab2e26.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-F4-6805	TCGA-F4-6805-01A	Primary Tumor
9fcc1516-fa3a-4bf7-9517-e9598b658d8c	6dcbab48-76ea-485d-a2f4-764c61f3b503.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3681	TCGA-AA-3681-01A	Primary Tumor
8fb19b6b-b43d-46fb-83f3-13f03bc58312	05261012-4f7a-4c5e-a1e8-ffb440ec80cf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-COAD	TCGA-AA-3543	TCGA-AA-3543-01A	Primary Tumor
