SNCA	SNCAIP
SNCA	PDE4DIP
SNCA	COL25A1
SNCA	DOCK7
SNCA	PLK2
SNCA	TPPP
SNCA	SDF4
SNCA	CYCS
SNCA	SLC38A4
SNCA	LRRK2
TK1	A1BG
TK1	A2M
TK1	AAMP
TK1	ACP2
TK1	ACTB
TK1	ADD1
TK1	ALAS1
TK1	ALB
TK1	APLP1
TK1	ASNA1
TK1	ATP5B
TK1	ATP6V1A
TK1	CDK2
TK1	CDK4
TK1	CDKN1A
TK1	CENPB
TK1	CHGB
TK1	COL4A2
TK1	COL4A5
TK1	COL11A2
TK1	CRIP2
TK1	CRMP1
TK1	DMPK
TK1	DYNC1I1
TK1	DTYMK
TK1	EEF1A1
TK1	EIF4A2
TK1	EXT2
TK1	EZH2
TK1	F13A1
TK1	FGB
TK1	GAPDH
TK1	GDF9
TK1	GDI1
TK1	GLB1
TK1	HADHB
TK1	SP110
TK1	IGHM
TK1	EIF6
TK1	KIF5A
TK1	MAGEA4
TK1	ATXN3
TK1	MKI67
TK1	MPP1
TK1	MSH2
TK1	NEUROD2
TK1	NGFR
TK1	NT5E
TK1	ODC1
TK1	PKM2
TK1	PPP4C
TK1	PROC
TK1	PSME1
TK1	PTPN4
TK1	PTPRK
TK1	QARS
TK1	RBBP4
TK1	RPA1
TK1	RPL13
TK1	RPS2
TK1	RXRA
TK1	ITSN1
TK1	SUMO3
TK1	SNX1
TK1	SULT1A3
TK1	MPPED1
TK1	CDK1
TK1	TLE1
TK1	TMSB4X
TK1	CLEC3B
TK1	TP53
TK1	TSC2
TK1	TUBB2A
TK1	TYK2
TK1	TYMS
TK1	USP4
TK1	YWHAZ
TK1	ZBTB16
TK1	TUBA1A
TK1	BAG6
TK1	RUVBL1
TK1	EIF3G
TK1	HERC3
TK1	TAF1C
TK1	UNC119
TK1	CPNE6
TK1	NMT2
TK1	PDE4DIP
TK1	MLL4
TK1	SETDB1
TK1	ZXDC
TK1	HSPBAP1
TK1	PHF17
TK1	TRIM46
TK1	PAAF1
TK1	FLAD1
TK1	ADAMTS10
TK1	RBM48
TK1	CCDC115
TK1	SLX4
TK1	FBN3
TK1	WDR73
TK1	DOCK7
TK1	NT5C1B
TK1	MRFAP1
TK1	ACTR1B
TK1	TUBB3
TK1	TUBB4B
TK1	FST
TK1	DEAF1
TK1	DRAP1
TK1	COPS6
TK1	IMMT
TK1	FAF1
TK1	C14orf1
TK1	NT5C2
TK1	HMGXB3
TK1	KDM6B
TK1	SMC5
TK1	MAST2
TK1	DDAH2
TK1	CARHSP1
TK1	PLD3
TK1	TIAM2
TK1	TRMT2A
TK1	NKIRAS2
TK1	NRBP1
TK1	NT5C
TK1	MED31
TK1	KLHL5
TK1	IER3IP1
TK1	SDF4
TK1	NT5C3
TK1	MRPL37
TK1	DACT1
TK1	CSAD
TK1	ACTL6B
TK1	INPP5K
TK1	SEMA5B
TK1	DUS2L
TK1	CPSF3L
TK1	TTC38
TK1	C19orf60
TK1	WDR60
TK1	DALRD3
TK1	RIF1
TK1	PLXNA3
TK1	ARFGAP1
TK1	LRIF1
TK1	NT5M
TK1	FAM20C
TK1	WDR18
TK1	WIZ
TK1	CCDC90B
TK1	ABHD4
TK1	AGAP1
TK1	METTL23
TK1	KLHL23
TK1	ZNF431
TK1	JMJD1C
TK1	TCTEX1D2
TK1	TUBB2B
TK1	UBE2DNL
CRISP3	A1BG
A2M	AMBP
A2M	ANXA6
A2M	ANXA7
A2M	APOE
A2M	APP
A2M	KLK3
A2M	B2M
A2M	CDC42
A2M	FARSA
A2M	GCDH
A2M	GEM
A2M	GRB2
A2M	H2AFX
A2M	HMOX2
A2M	HSPA5
A2M	IFIT3
A2M	IL1B
A2M	IL4
A2M	IL10
A2M	KLK2
A2M	LCAT
A2M	LEP
A2M	LRP1
A2M	MMP2
A2M	MYOC
A2M	NGF
A2M	NOS3
A2M	PAEP
A2M	PDGFA
A2M	PDGFB
A2M	RAD23A
A2M	RAP1B
A2M	RHEB
A2M	SHBG
A2M	SMN1
A2M	PRDX2
A2M	TGFBI
A2M	TGIF1
A2M	TK1
A2M	TTR
A2M	UFD1L
A2M	UMPS
A2M	ADAM19
A2M	TNFRSF14
A2M	TSC22D1
A2M	LONP1
A2M	ADAMTS1
A2M	PAXIP1
A2M	MAST1
A2M	NCDN
A2M	SEPT8
A2M	IFIT5
A2M	KLK13
A2M	EXOSC1
A2M	ECSIT
A2M	ATF7IP
A2M	MLST8
A2M	PRAM1
A2M	CDKN1A
A2M	CPB2
A2M	CTSB
A2M	CTSE
A2M	CYP2C8
A2M	CYP2C18
A2M	CELA1
A2M	ELAVL3
A2M	CDK2AP2
A2M	MGEA5
A2M	C11orf58
A2M	NUDT21
A2M	RPP14
A2M	SPACA3
A2M	TRAPPC5
A2M	RNF32
AMBP	A2M
AMBP	ALB
AMBP	CD79A
AMBP	GRB2
AMBP	FOXA1
AMBP	FOXA2
AMBP	HNF4A
AMBP	PIK3CA
AMBP	HNF1A
AMBP	PIK3R3
AMBP	CTSB
AMBP	F2
AMBP	FHL3
AMBP	FN1
ANXA6	A2M
ANXA6	ANXA1
ANXA6	ANXA2
ANXA6	ACTB
ANXA6	ATP5A1
ANXA6	CD4
ANXA6	HNRNPA1
ANXA6	HNRNPA2B1
ANXA6	HNRNPD
ANXA6	HNRNPH1
ANXA6	HSPA8
ANXA6	HSP90AA1
ANXA6	HSP90AB1
ANXA6	HSPD1
ANXA6	EIF3E
ANXA6	KPNB1
ANXA6	TNPO1
ANXA6	RPSA
ANXA6	LCK
ANXA6	LRP1
ANXA6	MLH1
ANXA6	MME
ANXA6	MYL6
ANXA6	NCL
ANXA6	NPM1
ANXA6	YBX1
ANXA6	PHB
ANXA6	RAN
ANXA6	RASA1
ANXA6	RPL7
ANXA6	RPL7A
ANXA6	RPL11
ANXA6	RPL18
ANXA6	RPL22
ANXA6	RPLP0
ANXA6	RPLP1
ANXA6	RPS3A
ANXA6	RPS4X
ANXA6	RPS7
ANXA6	RPS8
ANXA6	RPS9
ANXA6	RPS10
ANXA6	RPS12
ANXA6	RPS13
ANXA6	RPS18
ANXA6	RPS19
ANXA6	RPS24
ANXA6	S100A1
ANXA6	S100B
ANXA6	SSRP1
ANXA6	TJP1
ANXA6	TPD52
ANXA6	VDAC1
ANXA6	VDAC2
ANXA6	VDAC3
ANXA6	VIM
ANXA6	TUBA1A
ANXA6	HIST1H2BE
ANXA6	EIF3B
ANXA6	EIF3C
ANXA6	EIF3D
ANXA6	EIF3I
ANXA6	CDC73
ANXA6	CR2
ANXA6	DDX3X
ANXA6	DDX5
ANXA6	EEF1B2
ANXA6	EIF4A2
ANXA6	ENO1
ANXA6	PTK2B
ANXA6	FYN
ANXA6	GAPDH
ANXA6	GNAI2
ANXA6	GRB2
ANXA6	FARSB
ANXA6	LRPPRC
ANXA6	DHRS2
ANXA6	GNB2L1
ANXA6	EIF3M
ANXA6	EIF3K
ANXA6	TUBB
APOE	A2M
APOE	ALB
APOE	APP
APOE	SCARB1
APOE	LDLR
APOE	LRP1
APOE	LRP2
APOE	MAP2
APOE	MAPT
APOE	NEFM
APOE	PLTP
APOE	MAPK6
APOE	PRNP
APOE	PSEN1
APOE	SP1
APOE	SRF
APOE	ST13
APOE	NR2C2
APOE	VLDLR
APOE	ZIC1
APOE	ZIC2
APOE	LRP8
APOE	ECSIT
APOE	LOXL4
APOE	CNTF
APOE	CSNK2A1
APOE	CTSB
APOE	CYP2C8
APOE	ESR1
APOE	GCDH
APOE	HP
APOE	IFIT3
APOE	CDC37
APOE	MAST1
APOE	PDCD4
APOE	RNF32
APP	A2M
APP	SERPINA3
APP	ABL1
APP	APBA1
APP	APBA2
APP	APBB1
APP	APBB2
APP	APLP1
APP	APLP2
APP	APOA1
APP	APOE
APP	ACHE
APP	ACTB
APP	BGN
APP	BLMH
APP	CALR
APP	CASP3
APP	CASP4
APP	CASP6
APP	CASP8
APP	CAV1
APP	CBFB
APP	CDK1
APP	JUN
APP	KIF2A
APP	KNG1
APP	KLC1
APP	LRP1
APP	MAPT
APP	MBP
APP	MDM2
APP	MAP3K5
APP	MYH9
APP	NEFL
APP	NF1
APP	NGFR
APP	NID1
APP	NSF
APP	CNTN3
APP	PCBD1
APP	PGAM1
APP	PIN1
APP	PPIA
APP	MAPK6
APP	PRNP
APP	PRSS2
APP	PRSS3
APP	KLK6
APP	PSEN1
APP	PSEN2
APP	SHC1
APP	SNCB
APP	SNCA
APP	SPTAN1
APP	STXBP1
APP	ADAM17
APP	TAF9
APP	TGFB1
APP	TGFB2
APP	TP53BP2
APP	TTR
APP	UCHL1
APP	UNG
APP	USF1
APP	USF2
APP	YWHAZ
APP	NUMB
APP	NAE1
APP	HGS
APP	NUMBL
APP	ITM2B
APP	MAPK8IP1
APP	APBA3
APP	LRP1B
APP	SHC3
APP	EXOC6
APP	NECAB3
APP	TM2D1
APP	PRAM1
APP	COL25A1
APP	CDK5
APP	CHRNA7
APP	CLU
APP	COL1A2
APP	COL4A1
APP	COL4A2
APP	COL4A3
APP	COL4A5
APP	COL4A6
APP	CRYAB
APP	CTSD
APP	DAB1
APP	DAB2
APP	DLG4
APP	DNM1
APP	EPB41
APP	F12
APP	FBLN1
APP	FOS
APP	FYN
APP	GAPDH
APP	GFAP
APP	GPC1
APP	GRB2
APP	PDIA3
APP	GSK3A
APP	GSK3B
APP	GSN
APP	GTF2F2
APP	HSD17B10
APP	HADHB
APP	HMOX2
APP	HSPA8
APP	HSP90AA1
APP	HSPG2
APP	IDE
APP	IFIT3
APP	AP1M2
APP	BCAP31
APP	FLOT1
APP	APBB3
APP	SPON1
APP	10431
APP	TOMM40
APP	APPBP2
APP	KAT5
APP	CTCF
APP	CDC37
APP	CLSTN1
APP	MAST1
APP	NCSTN
APP	BACE1
APP	BACE2
APP	DNAH1
APP	LDLRAP1
APP	TNFRSF21
APP	HTRA2
APP	SLC40A1
APP	RNF32
APP	CNTN4
APP	TUBB
APP	LAMA1
KLK3	A2M
KLK3	SERPINA3
KLK3	ALB
KLK3	AR
KLK3	ARAF
KLK3	CBL
KLK3	JAK2
KLK3	NTRK1
KLK3	SERPINA5
KLK3	SERPINA1
KLK3	PLG
KLK3	PTHLH
KLK3	PZP
KLK3	SEMG1
KLK3	SEMG2
KLK3	SLPI
KLK3	SCG2
KLK3	EPOR
KLK3	FN1
KLK3	GRB2
KLK3	IGFBP3
KLK3	IGHG1
B2M	A2M
B2M	CALR
B2M	CANX
B2M	CD1A
B2M	CD1B
B2M	CD1D
B2M	CD1E
B2M	CD8A
B2M	TAP1
B2M	TAPBP
B2M	TFRC
B2M	VCL
B2M	BAG6
B2M	FCGRT
B2M	GRB2
B2M	PDIA3
B2M	HFE
B2M	HLA-A
B2M	HLA-B
B2M	HLA-C
B2M	HLA-E
B2M	HLA-F
B2M	HLA-G
B2M	LILRB1
B2M	PRSS23
B2M	LIN37
B2M	LIN54
CDC42	A2M
CDC42	AHSG
CDC42	AKT1
CDC42	APOH
CDC42	ARHGAP1
CDC42	ARHGDIA
CDC42	ARHGDIB
CDC42	ARHGDIG
CDC42	ARRB1
CDC42	ARRB2
CDC42	BCR
CDC42	BNIP2
CDC42	CASP3
CDC42	CASP7
CDC42	CLCN4
CDC42	CPN1
CDC42	CSN2
CDC42	CSPG4
CDC42	DIAPH2
CDC42	DYNC1H1
CDC42	EEF1A1
CDC42	EEF1D
CDC42	EEF1G
CDC42	EIF4G2
CDC42	ETFA
CDC42	FGD1
CDC42	FLNA
CDC42	GDI1
CDC42	GRB2
CDC42	GTF3A
CDC42	HNRNPA2B1
CDC42	KTN1
CDC42	LAMB3
CDC42	LCK
CDC42	LGALS1
CDC42	LMO7
CDC42	SH2D1A
CDC42	MCF2
CDC42	MAP3K4
CDC42	MAP3K10
CDC42	MAP3K11
CDC42	COX1
CDC42	ND2
CDC42	MYO6
CDC42	MYO9A
CDC42	NCF2
CDC42	NOTCH1
CDC42	OCRL
CDC42	OPHN1
CDC42	PAK1
CDC42	PAK2
CDC42	PAK3
CDC42	PDE6D
CDC42	PIK3R1
CDC42	PLD1
CDC42	PPP2R2B
CDC42	PPP3CA
CDC42	PRKCA
CDC42	PRKCG
CDC42	PRKCI
CDC42	PRKCZ
CDC42	MAPK8
CDC42	MAPK9
CDC42	EIF2AK2
CDC42	PTPN2
CDC42	RAC1
CDC42	RAC2
CDC42	RANBP2
CDC42	RAP1GDS1
CDC42	RPL8
CDC42	RPL22
CDC42	RPL23A
CDC42	RPL28
CDC42	RPL31
CDC42	RPS6KB1
CDC42	RPS25
CDC42	CLIP1
CDC42	S100A9
CDC42	ITSN1
CDC42	SNRPB2
CDC42	SRC
CDC42	ST13
CDC42	STAU1
CDC42	TOP1
CDC42	TP53
CDC42	TPT1
CDC42	TRAF6
CDC42	TRPS1
CDC42	UBC
CDC42	VAV1
CDC42	VRK2
CDC42	WAS
CDC42	ZNF175
CDC42	PRDM2
CDC42	CSDE1
CDC42	SHFM1
CDC42	TAF15
CDC42	CDC42BPA
CDC42	CNTNAP1
CDC42	KHSRP
CDC42	IQGAP1
CDC42	ARHGEF7
CDC42	MCM3AP
CDC42	HERC2
CDC42	WASF1
CDC42	WASL
CDC42	DNAJA3
CDC42	UNC119
CDC42	TRIP10
CDC42	CD163
CDC42	RPL23
CDC42	TXNL1
CDC42	SNRNP40
CDC42	ARHGAP29
CDC42	ARHGEF6
CDC42	CDC42BPB
CDC42	GCC2
CDC42	ARHGAP32
CDC42	ARHGEF11
CDC42	ARHGAP44
CDC42	MUC12
CDC42	ACTR3
CDC42	WASF2
CDC42	TNK2
CDC42	PAK4
CDC42	CDC42EP2
CDC42	BAIAP2
CDC42	KAT5
CDC42	ARFGEF1
CDC42	CDC42EP3
CDC42	ZNF234
CDC42	IQGAP2
CDC42	CFHR4
CDC42	METAP2
CDC42	SF3B2
CDC42	RAB35
CDC42	CDC42EP1
CDC42	C14orf1
CDC42	KDM2A
CDC42	DAAM1
CDC42	FNBP1
CDC42	SETX
CDC42	ARHGAP26
CDC42	MCF2L
CDC42	SYNE1
CDC42	DOCK9
CDC42	MACF1
CDC42	CDC42EP4
CDC42	PRPF40B
CDC42	NGEF
CDC42	ATXN10
CDC42	FBXO9
CDC42	FILIP1
CDC42	FHOD1
CDC42	EPN1
CDC42	DEF6
CDC42	ASAP1
CDC42	PARD6A
CDC42	TMEM66
CDC42	ERRFI1
CDC42	FNBP1L
CDC42	ANO1
CDC42	ARHGAP17
CDC42	RIF1
CDC42	CDC42BPG
CDC42	LRIF1
CDC42	BDP1
CDC42	TMX4
CDC42	PARD3
CDC42	CDC42SE1
CDC42	PAK6
CDC42	CDC42SE2
CDC42	GOPC
CDC42	PAK7
CDC42	RHOJ
CDC42	SRGAP1
CDC42	MARK4
CDC42	RBM25
CDC42	MRPS35
CDC42	PLEKHG2
CDC42	ARHGAP10
CDC42	NDEL1
CDC42	DOCK8
CDC42	ARHGAP24
CDC42	ACAD11
CDC42	TBC1D3F
CDC42	PARD6G
CDC42	PARD6B
CDC42	DOCK7
CDC42	CABLES1
CDC42	FMNL2
CDC42	ARHGEF25
CDC42	MOB3A
CDC42	ASB15
CDC42	CDC42EP5
CDC42	BNIPL
CDC42	SH3D19
CDC42	SRFBP1
CDC42	KIAA2026
CDC42	UBR1
CDC42	ARHGAP27
CDC42	TBC1D3
FARSA	A2M
FARSA	ATR
FARSA	USP11
FARSA	ABI3
FARSA	ECSIT
FARSA	USP32
FARSA	HNRNPR
